"CubeId";"zimoma"
"PublishingDate";"2026-07-01 14:30"

"Date";"D0";"Value"
"2020-12";"1TGT";"-0.85"
"2020-12";"EG3M";"-0.782"
"2020-12";"SOFR";"0.07"
"2020-12";"TONA";"-0.033"
"2020-12";"SONIA";"0.0394"
"2020-12";"ESTR";"-0.583"
"2020-12";"EURIBOR";"-0.545"
"2021-01";"SARON";"-0.725018"
"2021-01";"1TGT";"-0.85"
"2021-01";"EG3M";"-0.774"
"2021-01";"SOFR";"0.06"
"2021-01";"TONA";"-0.012"
"2021-01";"SONIA";"0.0529"
"2021-01";"ESTR";"-0.564"
"2021-01";"EURIBOR";"-0.548"
"2021-02";"SARON";"-0.725267"
"2021-02";"1TGT";"-0.85"
"2021-02";"EG3M";"-0.758"
"2021-02";"SOFR";"0.01"
"2021-02";"TONA";"-0.022"
"2021-02";"SONIA";"0.0512"
"2021-02";"ESTR";"-0.566"
"2021-02";"EURIBOR";"-0.53"
"2021-03";"SARON";"-0.72334"
"2021-03";"1TGT";"-0.83"
"2021-03";"EG3M";"-0.766"
"2021-03";"SOFR";"0.01"
"2021-03";"TONA";"-0.044"
"2021-03";"SONIA";"0.0466"
"2021-03";"ESTR";"-0.574"
"2021-03";"EURIBOR";"-0.538"
"2021-04";"SARON";"-0.725071"
"2021-04";"1TGT";"-0.85"
"2021-04";"EG3M";"-0.778"
"2021-04";"SOFR";"0.01"
"2021-04";"TONA";"-0.017"
"2021-04";"SONIA";"0.0509"
"2021-04";"ESTR";"-0.569"
"2021-04";"EURIBOR";"-0.535"
"2021-05";"SARON";"-0.725578"
"2021-05";"1TGT";"-0.85"
"2021-05";"EG3M";"-0.774"
"2021-05";"SOFR";"0.01"
"2021-05";"TONA";"-0.034"
"2021-05";"SONIA";"0.0516"
"2021-05";"ESTR";"-0.571"
"2021-05";"EURIBOR";"-0.544"
"2021-06";"SARON";"-0.722566"
"2021-06";"1TGT";"-0.9"
"2021-06";"EG3M";"-0.77"
"2021-06";"SOFR";"0.05"
"2021-06";"TONA";"-0.05"
"2021-06";"SONIA";"0.0466"
"2021-06";"ESTR";"-0.581"
"2021-06";"EURIBOR";"-0.542"
"2021-07";"SARON";"-0.721564"
"2021-07";"1TGT";"-0.85"
"2021-07";"EG3M";"-0.782"
"2021-07";"SOFR";"0.05"
"2021-07";"TONA";"-0.044"
"2021-07";"SONIA";"0.0506"
"2021-07";"ESTR";"-0.571"
"2021-07";"EURIBOR";"-0.544"
"2021-08";"SARON";"-0.72305"
"2021-08";"1TGT";"-0.8"
"2021-08";"EG3M";"-0.77"
"2021-08";"SOFR";"0.05"
"2021-08";"TONA";"-0.036"
"2021-08";"SONIA";"0.0502"
"2021-08";"ESTR";"-0.57"
"2021-08";"EURIBOR";"-0.548"
"2021-09";"SARON";"-0.672877"
"2021-09";"1TGT";"-0.8"
"2021-09";"EG3M";"-0.75"
"2021-09";"SOFR";"0.05"
"2021-09";"TONA";"-0.049"
"2021-09";"SONIA";"0.0479"
"2021-09";"ESTR";"-0.58"
"2021-09";"EURIBOR";"-0.545"
"2021-10";"SARON";"-0.693678"
"2021-10";"1TGT";"-0.8"
"2021-10";"EG3M";"-0.801"
"2021-10";"SOFR";"0.05"
"2021-10";"TONA";"-0.027"
"2021-10";"SONIA";"0.0503"
"2021-10";"ESTR";"-0.578"
"2021-10";"EURIBOR";"-0.553"
"2021-11";"SARON";"-0.680889"
"2021-11";"1TGT";"-0.8"
"2021-11";"EG3M";"-0.849"
"2021-11";"SOFR";"0.05"
"2021-11";"TONA";"-0.048"
"2021-11";"SONIA";"0.0455"
"2021-11";"ESTR";"-0.575"
"2021-11";"EURIBOR";"-0.573"
"2021-12";"SARON";"-0.68483"
"2021-12";"1TGT";"-0.9"
"2021-12";"EG3M";"-0.813"
"2021-12";"SOFR";"0.05"
"2021-12";"TONA";"-0.018"
"2021-12";"SONIA";"0.1906"
"2021-12";"ESTR";"-0.59"
"2021-12";"EURIBOR";"-0.572"
"2022-01";"SARON";"-0.696923"
"2022-01";"1TGT";"-0.8"
"2022-01";"EG3M";"-0.79"
"2022-01";"SOFR";"0.05"
"2022-01";"TONA";"-0.021"
"2022-01";"SONIA";"0.1989"
"2022-01";"ESTR";"-0.579"
"2022-01";"EURIBOR";"-0.552"
"2022-02";"SARON";"-0.698075"
"2022-02";"1TGT";"-0.86"
"2022-02";"EG3M";"-0.765"
"2022-02";"SOFR";"0.05"
"2022-02";"TONA";"-0.012"
"2022-02";"SONIA";"0.4451"
"2022-02";"ESTR";"-0.58"
"2022-02";"EURIBOR";"-0.533"
"2022-03";"SARON";"-0.701726"
"2022-03";"1TGT";"-0.8"
"2022-03";"EG3M";"-0.782"
"2022-03";"SOFR";"0.29"
"2022-03";"TONA";"-0.02"
"2022-03";"SONIA";"0.6896"
"2022-03";"ESTR";"-0.593"
"2022-03";"EURIBOR";"-0.458"
"2022-04";"SARON";"-0.701592"
"2022-04";"1TGT";"-0.7"
"2022-04";"EG3M";"-0.75"
"2022-04";"SOFR";"0.28"
"2022-04";"TONA";"-0.021"
"2022-04";"SONIA";"0.6907"
"2022-04";"ESTR";"-0.586"
"2022-04";"EURIBOR";"-0.429"
"2022-05";"SARON";"-0.692302"
"2022-05";"1TGT";"-0.8"
"2022-05";"EG3M";"-0.75"
"2022-05";"SOFR";"0.79"
"2022-05";"TONA";"-0.026"
"2022-05";"SONIA";"0.941"
"2022-05";"ESTR";"-0.589"
"2022-05";"EURIBOR";"-0.338"
"2022-06";"SARON";"-0.195447"
"2022-06";"1TGT";"-0.26"
"2022-06";"EG3M";"-0.245"
"2022-06";"SOFR";"1.5"
"2022-06";"TONA";"-0.04"
"2022-06";"SONIA";"1.1874"
"2022-06";"ESTR";"-0.591"
"2022-06";"EURIBOR";"-0.195"
"2022-07";"SARON";"-0.18865"
"2022-07";"1TGT";"-0.26"
"2022-07";"EG3M";"-0.079"
"2022-07";"SOFR";"2.27"
"2022-07";"TONA";"-0.01"
"2022-07";"SONIA";"1.1909"
"2022-07";"ESTR";"-0.091"
"2022-07";"EURIBOR";"0.232"
"2022-08";"SARON";"-0.200623"
"2022-08";"1TGT";"-0.2"
"2022-08";"EG3M";"0"
"2022-08";"SOFR";"2.29"
"2022-08";"TONA";"-0.041"
"2022-08";"SONIA";"1.6896"
"2022-08";"ESTR";"-0.091"
"2022-08";"EURIBOR";"0.654"
"2022-09";"SARON";"0.43653"
"2022-09";"1TGT";"-0.1"
"2022-09";"EG3M";"0.495"
"2022-09";"SOFR";"2.98"
"2022-09";"TONA";"-0.073"
"2022-09";"SONIA";"2.1901"
"2022-09";"ESTR";"0.642"
"2022-09";"EURIBOR";"1.173"
"2022-10";"SARON";"0.470718"
"2022-10";"1TGT";"-0.06"
"2022-10";"EG3M";"0.432"
"2022-10";"SOFR";"3.05"
"2022-10";"TONA";"-0.062"
"2022-10";"SONIA";"2.1838"
"2022-10";"ESTR";"0.648"
"2022-10";"EURIBOR";"1.704"
"2022-11";"SARON";"0.459251"
"2022-11";"1TGT";"-0.05"
"2022-11";"EG3M";"0.491"
"2022-11";"SOFR";"3.82"
"2022-11";"TONA";"-0.079"
"2022-11";"SONIA";"2.9273"
"2022-11";"ESTR";"1.391"
"2022-11";"EURIBOR";"1.973"
"2022-12";"SARON";"0.942118"
"2022-12";"1TGT";"0.24"
"2022-12";"EG3M";"0.868"
"2022-12";"SOFR";"4.3"
"2022-12";"TONA";"-0.022"
"2022-12";"SONIA";"3.4282"
"2022-12";"ESTR";"1.89"
"2022-12";"EURIBOR";"2.132"
"2023-01";"SARON";"0.946142"
"2023-01";"1TGT";"0.45"
"2023-01";"EG3M";"1.131"
"2023-01";"SOFR";"4.31"
"2023-01";"TONA";"-0.014"
"2023-01";"SONIA";"3.4269"
"2023-01";"ESTR";"1.894"
"2023-01";"EURIBOR";"2.512"
"2023-02";"SARON";"0.937929"
"2023-02";"1TGT";"0.45"
"2023-02";"EG3M";"1.186"
"2023-02";"SOFR";"4.55"
"2023-02";"TONA";"-0.011"
"2023-02";"SONIA";"3.927"
"2023-02";"ESTR";"2.388"
"2023-02";"EURIBOR";"2.744"
"2023-03";"SARON";"1.418617"
"2023-03";"1TGT";"0.6"
"2023-03";"EG3M";"1.091"
"2023-03";"SOFR";"4.87"
"2023-03";"TONA";"-0.03"
"2023-03";"SONIA";"4.1777"
"2023-03";"ESTR";"2.884"
"2023-03";"EURIBOR";"3.038"
"2023-04";"SARON";"1.419656"
"2023-04";"1TGT";"0.9"
"2023-04";"EG3M";"1.306"
"2023-04";"SOFR";"4.81"
"2023-04";"TONA";"-0.073"
"2023-04";"SONIA";"4.1792"
"2023-04";"ESTR";"2.894"
"2023-04";"EURIBOR";"3.265"
"2023-05";"SARON";"1.441883"
"2023-05";"1TGT";"0.95"
"2023-05";"EG3M";"1.441"
"2023-05";"SOFR";"5.08"
"2023-05";"TONA";"-0.071"
"2023-05";"SONIA";"4.4278"
"2023-05";"ESTR";"3.144"
"2023-05";"EURIBOR";"3.463"
"2023-06";"SARON";"1.706544"
"2023-06";"1TGT";"1.2"
"2023-06";"EG3M";"1.649"
"2023-06";"SOFR";"5.09"
"2023-06";"TONA";"-0.077"
"2023-06";"SONIA";"4.9286"
"2023-06";"ESTR";"3.4"
"2023-06";"EURIBOR";"3.577"
"2023-07";"SARON";"1.702332"
"2023-07";"1TGT";"1.2"
"2023-07";"EG3M";"1.696"
"2023-07";"SOFR";"5.31"
"2023-07";"TONA";"-0.061"
"2023-07";"SONIA";"4.9304"
"2023-07";"ESTR";"3.392"
"2023-07";"EURIBOR";"3.715"
"2023-08";"SARON";"1.705343"
"2023-08";"1TGT";"1.2"
"2023-08";"EG3M";"1.728"
"2023-08";"SOFR";"5.31"
"2023-08";"TONA";"-0.056"
"2023-08";"SONIA";"5.1852"
"2023-08";"ESTR";"3.646"
"2023-08";"EURIBOR";"3.795"
"2023-09";"SARON";"1.714893"
"2023-09";"1TGT";"1.2"
"2023-09";"EG3M";"1.792"
"2023-09";"SOFR";"5.31"
"2023-09";"TONA";"-0.062"
"2023-09";"SONIA";"5.1867"
"2023-09";"ESTR";"3.88"
"2023-09";"EURIBOR";"3.952"
"2023-10";"SARON";"1.704967"
"2023-10";"1TGT";"1.2"
"2023-10";"EG3M";"1.569"
"2023-10";"SOFR";"5.35"
"2023-10";"TONA";"-0.02"
"2023-10";"SONIA";"5.1861"
"2023-10";"ESTR";"3.882"
"2023-10";"EURIBOR";"3.972"
"2023-11";"SARON";"1.701526"
"2023-11";"1TGT";"1.63"
"2023-11";"EG3M";"1.609"
"2023-11";"SOFR";"5.33"
"2023-11";"TONA";"-0.022"
"2023-11";"SONIA";"5.1881"
"2023-11";"ESTR";"3.891"
"2023-11";"EURIBOR";"3.964"
"2023-12";"SARON";"1.695237"
"2023-12";"1TGT";"1.6"
"2023-12";"EG3M";"1.677"
"2023-12";"SOFR";"5.38"
"2023-12";"TONA";"-0.039"
"2023-12";"SONIA";"5.1869"
"2023-12";"ESTR";"3.882"
"2023-12";"EURIBOR";"3.909"
"2024-01";"SARON";"1.698236"
"2024-01";"1TGT";"1.45"
"2024-01";"EG3M";"1.625"
"2024-01";"SOFR";"5.32"
"2024-01";"TONA";"-0.011"
"2024-01";"SONIA";"5.1881"
"2024-01";"ESTR";"3.894"
"2024-01";"EURIBOR";"3.905"
"2024-02";"SARON";"1.697838"
"2024-02";"1TGT";"1.5"
"2024-02";"EG3M";"1.573"
"2024-02";"SOFR";"5.32"
"2024-02";"TONA";"-0.005"
"2024-02";"SONIA";"5.1885"
"2024-02";"ESTR";"3.887"
"2024-02";"EURIBOR";"3.937"
"2024-03";"SARON";"1.464207"
"2024-03";"1TGT";"1.34"
"2024-03";"EG3M";"1.589"
"2024-03";"SOFR";"5.34"
"2024-03";"TONA";"0.074"
"2024-03";"SONIA";"5.1911"
"2024-03";"ESTR";"3.899"
"2024-03";"EURIBOR";"3.892"
"2024-04";"SARON";"1.444518"
"2024-04";"1TGT";"1.3"
"2024-04";"EG3M";"1.307"
"2024-04";"SOFR";"5.34"
"2024-04";"TONA";"0.076"
"2024-04";"SONIA";"5.1998"
"2024-04";"ESTR";"3.889"
"2024-04";"EURIBOR";"3.825"
"2024-05";"SARON";"1.450122"
"2024-05";"1TGT";"1.27"
"2024-05";"EG3M";"1.298"
"2024-05";"SOFR";"5.34"
"2024-05";"TONA";"0.077"
"2024-05";"SONIA";"5.2"
"2024-05";"ESTR";"3.892"
"2024-05";"EURIBOR";"3.785"
"2024-06";"SARON";"1.215794"
"2024-06";"1TGT";"0.92"
"2024-06";"EG3M";"1.234"
"2024-06";"SOFR";"5.33"
"2024-06";"TONA";"0.076"
"2024-06";"SONIA";"5.2"
"2024-06";"ESTR";"3.656"
"2024-06";"EURIBOR";"3.711"
"2024-07";"SARON";"1.21096"
"2024-07";"1TGT";"0.93"
"2024-07";"EG3M";"1.079"
"2024-07";"SOFR";"5.38"
"2024-07";"TONA";"0.079"
"2024-07";"SONIA";"5.2"
"2024-07";"ESTR";"3.653"
"2024-07";"EURIBOR";"3.647"
"2024-08";"SARON";"1.217226"
"2024-08";"1TGT";"1.08"
"2024-08";"EG3M";"0.888"
"2024-08";"SOFR";"5.32"
"2024-08";"TONA";"0.227"
"2024-08";"SONIA";"4.95"
"2024-08";"ESTR";"3.654"
"2024-08";"EURIBOR";"3.49"
"2024-09";"SARON";"0.957401"
"2024-09";"1TGT";"0.64"
"2024-09";"EG3M";"0.84"
"2024-09";"SOFR";"4.96"
"2024-09";"TONA";"0.225"
"2024-09";"SONIA";"4.95"
"2024-09";"ESTR";"3.41"
"2024-09";"EURIBOR";"3.279"
"2024-10";"SARON";"0.949059"
"2024-10";"1TGT";"0.85"
"2024-10";"EG3M";"0.678"
"2024-10";"SOFR";"4.9"
"2024-10";"TONA";"0.227"
"2024-10";"SONIA";"4.95"
"2024-10";"ESTR";"3.155"
"2024-10";"EURIBOR";"3.062"
"2024-11";"SARON";"0.942743"
"2024-11";"1TGT";"0.73"
"2024-11";"EG3M";"0.559"
"2024-11";"SOFR";"4.59"
"2024-11";"TONA";"0.227"
"2024-11";"SONIA";"4.7"
"2024-11";"ESTR";"3.163"
"2024-11";"EURIBOR";"2.934"
"2024-12";"SARON";"0.451195"
"2024-12";"1TGT";"0.16"
"2024-12";"EG3M";"0.352"
"2024-12";"SOFR";"4.49"
"2024-12";"TONA";"0.227"
"2024-12";"SONIA";"4.7003"
"2024-12";"ESTR";"2.905"
"2024-12";"EURIBOR";"2.714"
"2025-01";"SARON";"0.430306"
"2025-01";"1TGT";"0.23"
"2025-01";"EG3M";"0.157"
"2025-01";"SOFR";"4.38"
"2025-01";"TONA";"0.477"
"2025-01";"SONIA";"4.7037"
"2025-01";"ESTR";"2.912"
"2025-01";"EURIBOR";"2.589"
"2025-02";"SARON";"0.428856"
"2025-02";"1TGT";"0.2"
"2025-02";"EG3M";"0.2"
"2025-02";"SOFR";"4.39"
"2025-02";"TONA";"0.477"
"2025-02";"SONIA";"4.4552"
"2025-02";"ESTR";"2.658"
"2025-02";"EURIBOR";"2.464"
"2025-03";"SARON";"0.206315"
"2025-03";"1TGT";"0.15"
"2025-03";"EG3M";"0.178"
"2025-03";"SOFR";"4.41"
"2025-03";"TONA";"0.476"
"2025-03";"SONIA";"4.4554"
"2025-03";"ESTR";"2.415"
"2025-03";"EURIBOR";"2.336"
"2025-04";"SARON";"0.197924"
"2025-04";"1TGT";"0.06"
"2025-04";"EG3M";"-0.008"
"2025-04";"SOFR";"4.41"
"2025-04";"TONA";"0.476"
"2025-04";"SONIA";"4.4592"
"2025-04";"ESTR";"2.156"
"2025-04";"EURIBOR";"2.156"
"2025-05";"SARON";"0.207065"
"2025-05";"1TGT";"0.03"
"2025-05";"EG3M";"-0.092"
"2025-05";"SOFR";"4.35"
"2025-05";"TONA";"0.476"
"2025-05";"SONIA";"4.2111"
"2025-05";"ESTR";"2.161"
"2025-05";"EURIBOR";"1.995"
"2025-06";"SARON";"-0.031727"
"2025-06";"1TGT";"-0.2"
"2025-06";"EG3M";"-0.138"
"2025-06";"SOFR";"4.45"
"2025-06";"TONA";"0.477"
"2025-06";"SONIA";"4.2171"
"2025-06";"ESTR";"1.921"
"2025-06";"EURIBOR";"1.944"
"2025-07";"SARON";"-0.0327"
"2025-07";"1TGT";"-0.2"
"2025-07";"EG3M";"-0.249"
"2025-07";"SOFR";"4.39"
"2025-07";"TONA";"0.478"
"2025-07";"SONIA";"4.217"
"2025-07";"ESTR";"1.919"
"2025-07";"EURIBOR";"2.008"
"2025-08";"SARON";"-0.06214"
"2025-08";"1TGT";"-0.2"
"2025-08";"EG3M";"-0.083"
"2025-08";"SOFR";"4.34"
"2025-08";"TONA";"0.477"
"2025-08";"SONIA";"3.9665"
"2025-08";"ESTR";"1.92"
"2025-08";"EURIBOR";"2.061"
"2025-09";"SARON";"-0.045082"
"2025-09";"1TGT";"-0.24"
"2025-09";"EG3M";"-0.091"
"2025-09";"SOFR";"4.24"
"2025-09";"TONA";"0.477"
"2025-09";"SONIA";"3.9671"
"2025-09";"ESTR";"1.916"
"2025-09";"EURIBOR";"2.032"
"2025-10";"SARON";"-0.049317"
"2025-10";"1TGT";"-0.2"
"2025-10";"EG3M";"-0.115"
"2025-10";"SOFR";"4.22"
"2025-10";"TONA";"0.477"
"2025-10";"SONIA";"3.9689"
